R_ECC_RECOVERED,R_READ_ERROR_RATE,R_COMMAND_TIMEOUT,N_WEAR_LEVELING_COUNT,R_UNUSED_BLOCK_COUNT,R_CRC_ERROR,R_ERASE_FAIL_COUNT,N_UNUSED_BLOCK_COUNT,R_PROGRAM_FAIL_COUNT,R_UNCORR_SECTOR_COUNT,N_PROGRAM_FAIL_COUNT,Actual,Prediction,Active_probability,Failure_probability
248886980,4294967295,0,89,4294967295.0,0,0,130,1,0,100,Failed,predicted_failed,0.00088840723,0.9991116
2757842123,4294967295,0,4,4294967295.0,0,0,130,4,0,100,Failed,predicted_failed,0.0041342974,0.9958657
309687284,4294967295,0,81,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.08829981,0.9117002
157314960,4294967295,0,72,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.21665603,0.783344
2833089619,4294967295,2,1,4294967295.0,0,0,130,0,0,100,Failed,predicted_active,0.95716894,0.042831067
532362134,4294967295,1,48,4294967295.0,2,0,130,0,0,100,Failed,predicted_failed,0.0036836863,0.9963163
65984038,4294967295,0,89,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.14543945,0.85456055
13025937,4294967295,0,96,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0010989904,0.998901
129661570,4294967295,0,83,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.023457468,0.97654253
948607,4294967295,0,14,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.015265584,0.9847344
1033544294,4294967295,0,57,4294967295.0,0,0,130,1,0,100,Failed,predicted_failed,0.0011419058,0.9988581
983881128,4294967295,0,31,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.002737403,0.9972626
6107005,4294967295,0,95,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00017660856,0.9998234
56453376,4294967295,0,87,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.16731936,0.83268064
498205548,4294967295,0,64,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.021080852,0.97891915
2144072,4294967295,0,97,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,7.498264e-05,0.999925
406585428,4294967295,2,64,4294967295.0,0,0,130,0,0,100,Failed,predicted_active,0.75693727,0.24306272
100182421,4294967295,1,69,4294967295.0,11,0,130,0,0,100,Failed,predicted_failed,0.00046563148,0.99953437
2082967727,4294967295,0,47,4294967295.0,0,0,130,4,0,100,Failed,predicted_failed,0.00020724535,0.99979275
468160508,4294967295,3,79,4294967295.0,6,1,130,0,0,100,Failed,predicted_failed,1.6570091e-05,0.99998343
1143663,4294967295,0,96,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,4.851818e-05,0.9999515
43062386,4294967295,0,92,4294967295.0,0,0,130,6,0,100,Failed,predicted_failed,2.2411346e-05,0.9999776
23792604,4294967295,0,89,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0026559234,0.9973441
985991288,4294967295,0,3,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.05551517,0.94448483
794061611,4294967295,0,40,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.10029042,0.8997096
1425539,4294967295,0,97,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,4.851818e-05,0.9999515
572799802,4294967295,0,73,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.009272099,0.9907279
505004181,4294967295,0,43,4294967295.0,0,0,130,2,0,100,Failed,predicted_failed,0.013411701,0.9865883
263542448,4294967295,0,74,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.12948376,0.87051624
320908825,4294967295,0,89,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.013508797,0.9864912
523151,4294967295,0,85,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00068295,0.99931705
719679699,4294967295,1,46,4294967295.0,3,0,130,0,0,100,Failed,predicted_failed,0.002713561,0.99728644
44010850,4294967295,0,93,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0013193488,0.99868065
628745869,4294967295,0,77,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.009112835,0.99088717
985991288,4294967295,0,3,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.05551517,0.94448483
1009727,4294967295,0,77,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00077056885,0.99922943
1437207444,4294967295,0,8,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.14818901,0.851811
536651118,4294967295,0,63,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0805971,0.9194029
224102952,4294967295,0,71,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.02118206,0.97881794
3127056948,4294967295,0,16,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.015993416,0.9840066
157314960,4294967295,0,72,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.21665603,0.783344
420545604,4294967295,0,55,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.25937778,0.7406222
676330,4294967295,0,34,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0018526316,0.99814737
406330,4294967295,4,1,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.010420263,0.98957974
240389472,4294967295,0,81,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.015764475,0.9842355
812760,4294967295,0,59,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0011354685,0.99886453
124329681,4294967295,0,93,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00044089556,0.9995591
3122471036,4294967295,0,57,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0011743903,0.9988256
500853062,4294967295,0,91,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0014918447,0.99850816
700220928,4294967295,0,27,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.069200814,0.9307992
503910552,4294967295,0,69,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.024363875,0.9756361
2433943256,4294967295,0,38,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.035267234,0.96473277
115539921,4294967295,0,95,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0002490878,0.9997509
366777853,4294967295,0,74,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.021885633,0.97811437
5223257,4294967295,0,96,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.000108122826,0.9998919
2045602384,4294967295,0,17,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0047760606,0.99522394
93693664,4294967295,0,91,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00096571445,0.9990343
394488,4294967295,0,97,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,5.0663948e-05,0.99994934
406869,4294967295,0,97,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,2.7656555e-05,0.99997234
13558617,4294967295,0,97,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00078189373,0.9992181
1002339745,4294967295,0,37,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0023556352,0.99764436
837338676,4294967295,0,69,4294967295.0,0,0,130,8,0,100,Failed,predicted_failed,0.030054688,0.9699453
44686801,4294967295,0,93,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0013193488,0.99868065
198920225,4294967295,1,57,4294967295.0,2,0,130,0,0,100,Failed,predicted_failed,0.035214424,0.9647856
95849138,4294967295,0,94,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00022906065,0.99977094
365679,4294967295,0,78,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0007979274,0.9992021
566759,4294967295,0,97,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,3.325939e-05,0.99996674
1092841,4294967295,0,76,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0011034012,0.9988966
142802283,4294967295,0,82,4294967295.0,0,0,130,2,0,100,Failed,predicted_failed,0.039203107,0.9607969
124965706,4294967295,1,83,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.023149729,0.9768503
15923127,4294967295,3,94,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,3.1471252e-05,0.9999685
516481,2526227854,0,84,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,6.7949295e-06,0.9999932
215777895,4294967295,3,74,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.014154136,0.98584586
18863401,4294967295,0,94,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0002823472,0.99971765
141776499,4294967295,0,84,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.035163403,0.9648366
49064702,4294967295,0,90,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.049989402,0.9500106
194107784,4294967295,0,86,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.006755054,0.99324495
3018891,4294967295,0,97,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,8.368492e-05,0.9999163
669561,4294967295,41,97,4294967295.0,1,0,130,0,0,100,Failed,predicted_failed,7.033348e-06,0.99999297
47904095,4294967295,0,96,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.004652202,0.9953478
37988377,4294967295,0,96,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00022441149,0.9997756
1659572693,4294967295,0,42,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0009729862,0.999027
77127511,4294967295,0,89,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.012262225,0.9877378
150007003,4294967295,0,94,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0011060834,0.9988939
262672703,4294967295,0,72,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.21693867,0.7830613
182755704,4294967295,0,73,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.060833693,0.9391663
439131,4294967295,2,7,4294967295.0,0,0,130,2,0,100,Failed,predicted_failed,0.0014408231,0.9985592
59997254,4294967295,0,91,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.12410039,0.8758996
8295383,4294967295,1,79,4294967295.0,3,0,130,0,0,100,Failed,predicted_failed,0.00046622753,0.9995338
560553,4294967295,0,40,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0014752746,0.9985247
85745770,4294967295,0,93,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00042146444,0.99957854
31750029,4294967295,0,74,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.023927152,0.97607285
631268008,4294967295,0,43,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.017956793,0.9820432
198920225,4294967295,1,57,4294967295.0,2,0,130,0,0,100,Failed,predicted_failed,0.035214424,0.9647856
84566121,4294967295,0,96,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00013375282,0.99986625
992578752,4294967295,0,30,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.002737403,0.9972626
1190032999,2891582065,0,22,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,9.071827e-05,0.9999093
2472829,4294967295,0,14,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.4843098,0.5156902
97884354,4294967295,0,79,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.029699385,0.9703006
115120490,4294967295,0,90,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0008931756,0.9991068
26405640,4294967295,2,73,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0017595291,0.9982405
6278799,4294967295,2,97,4294967295.0,14,0,130,0,0,100,Failed,predicted_failed,4.7683716e-07,0.9999995
1203585301,4294967295,0,9,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.032979906,0.9670201
257407247,4294967295,0,74,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.02267754,0.97732246
4471840,4294967295,0,97,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,8.392334e-05,0.9999161
476028983,4294967295,0,76,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.021848142,0.97815186
8496693,4294967295,0,95,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00039559603,0.9996044
115120490,4294967295,0,90,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0008931756,0.9991068
62069,60182302,0,97,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,2.3841858e-06,0.9999976
420603690,4294967295,0,63,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.25937778,0.7406222
71666961,4294967295,0,91,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0130569935,0.986943
40742663,4294967295,0,93,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0005508065,0.9994492
1203585301,4294967295,0,9,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.032979906,0.9670201
223198232,4294967295,0,82,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.014523804,0.9854762
52122720,4294967295,0,99,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.031835496,0.9681645
768274,4294967295,0,91,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00023037195,0.9997696
115643,4294967295,0,97,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,3.2424927e-05,0.9999676
278885252,4294967295,0,67,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.050729215,0.9492708
364889207,4294967295,0,88,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0028687716,0.9971312
252117,4294967295,0,94,4294967295.0,0,0,130,4,0,100,Failed,predicted_failed,5.364418e-06,0.99999464
21125845,4294967295,0,94,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0002823472,0.99971765
9444628,4294967295,0,93,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0007702112,0.9992298
1003090,4294967295,0,69,4294967295.0,0,0,130,1,0,100,Failed,predicted_failed,0.0007150769,0.9992849
38486214,4294967295,4,67,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00021570921,0.9997843
220101,4294967295,2,16,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0003643036,0.9996357
447905,4294967295,0,6,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.022642434,0.97735757
4039341,4294967295,0,98,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,8.392334e-05,0.9999161
124645,4294967295,1,42,4294967295.0,4,0,130,0,0,100,Failed,predicted_failed,8.440018e-05,0.9999156
4368538,300343,0,98,522355.0,0,0,130,0,0,100,Failed,predicted_failed,6.914139e-06,0.9999931
233424391,4294967295,0,77,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.015257359,0.98474264
684108933,4294967295,0,33,4294967295.0,0,0,130,0,0,100,Failed,predicted_active,0.610574,0.389426
167040,4294967295,0,59,4294967295.0,0,0,130,4,0,100,Failed,predicted_failed,5.221367e-05,0.9999478
83988721,4294967295,0,67,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.3156646,0.6843354
233424391,4294967295,0,77,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.015257359,0.98474264
554952,4294967295,0,28,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0015438795,0.9984561
38100454,4294967295,0,89,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0045794845,0.9954205
358646,4294967295,6,98,4294967295.0,1,0,130,0,0,100,Failed,predicted_failed,2.1338463e-05,0.99997866
16923832,4294967295,0,96,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00018686056,0.99981314
299371871,4294967295,0,65,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.06657714,0.93342286
1085948077,4294967295,0,53,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0012634397,0.99873656
12064706,4294967295,0,94,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0041627884,0.9958372
10296450,4294967295,0,97,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0005245805,0.9994754
818007341,4294967295,0,2,4294967295.0,0,0,130,0,0,100,Active,predicted_active,0.95539653,0.04460347
345240071,4294967295,0,85,4294967295.0,0,0,130,0,0,100,Failed,predicted_active,0.6103971,0.38960293
295711791,4294967295,1,83,4294967295.0,2,0,130,0,0,100,Failed,predicted_failed,0.011888504,0.9881115
4368538,300343,0,98,522355.0,0,0,130,0,0,100,Failed,predicted_failed,6.914139e-06,0.9999931
1509256164,4294967295,0,24,4294967295.0,0,0,130,5,0,100,Failed,predicted_failed,0.038618624,0.9613814
122056,3490897534,0,96,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,1.1920929e-06,0.9999988
17665671,4294967295,0,97,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00018686056,0.99981314
34983766,4294967295,0,74,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.032110095,0.9678899
18641840,4294967295,1,89,4294967295.0,0,0,130,4,0,100,Failed,predicted_failed,3.6478043e-05,0.9999635
252313,4294967295,0,48,4294967295.0,0,0,130,4,0,100,Failed,predicted_failed,9.214878e-05,0.99990785
18641840,4294967295,1,89,4294967295.0,0,0,130,4,0,100,Failed,predicted_failed,3.6478043e-05,0.9999635
252313,4294967295,0,48,4294967295.0,0,0,130,4,0,100,Failed,predicted_failed,9.214878e-05,0.99990785
1631834,4294967295,0,30,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0054787397,0.99452126
84589,1140538436,1,97,4294967295.0,2,0,130,0,0,100,Failed,predicted_failed,1.5497208e-06,0.99999845
53663861,4294967295,0,86,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.3351215,0.6648785
685664353,4294967295,0,71,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.48624486,0.51375514
1088703752,4294967295,5,42,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0064819455,0.99351805
165094610,4294967295,0,89,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00844568,0.9915543
1261887552,4294967295,0,66,4294967295.0,0,0,130,1,0,100,Failed,predicted_failed,0.005610049,0.99438995
60883,96582,0,95,15837426.0,0,0,130,0,0,100,Failed,predicted_failed,2.9802322e-06,0.999997
10504657,4294967295,0,94,4294967295.0,0,1,130,0,0,100,Failed,predicted_failed,6.4492226e-05,0.9999355
54470353,4294967295,1,94,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00754261,0.9924574
12705457,4294967295,1,70,4294967295.0,11,0,130,0,0,100,Failed,predicted_failed,0.0025545359,0.99744546
2812769,4294967295,0,93,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00018912554,0.9998109
71033208,4294967295,1,86,4294967295.0,3,0,130,0,0,100,Failed,predicted_failed,0.0047395825,0.9952604
78659828,4294967295,0,46,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.10659617,0.8934038
494429,554619218,0,96,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,2.3841858e-06,0.9999976
1450581449,4294967295,0,66,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00059986115,0.99940014
9497481,4294967295,0,97,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.00030565262,0.99969435
33914462,4294967295,0,88,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0028281808,0.9971718
73177650,4294967295,0,46,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.10659617,0.8934038
8729835,4294967295,0,92,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.003826201,0.9961738
461881889,4294967295,0,85,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.16552585,0.83447415
178035846,4294967295,0,52,4294967295.0,0,0,130,5,0,100,Failed,predicted_failed,0.014380455,0.98561954
14769328,4294967295,1,92,4294967295.0,7,0,130,0,0,100,Failed,predicted_failed,3.8266182e-05,0.99996173
76772228,4294967295,0,93,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0015582442,0.99844176
1264708799,4294967295,0,57,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.011350393,0.9886496
402468963,4294967295,0,81,4294967295.0,0,0,130,2,0,100,Failed,predicted_failed,0.036432803,0.9635672
503784,4294967295,0,95,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,3.7312508e-05,0.9999627
81694377,4294967295,0,94,4294967295.0,0,1,130,0,0,100,Failed,predicted_failed,3.7312508e-05,0.9999627
604960465,167183,0,27,318513.0,0,0,130,0,0,100,Failed,predicted_failed,0.00065106153,0.99934894
2870396870,4294967295,0,25,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0731684,0.9268316
4503046,4294967295,0,61,4294967295.0,0,1,130,0,0,100,Failed,predicted_failed,0.00068187714,0.9993181
519977,4294967295,0,97,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,3.325939e-05,0.99996674
18923663,4294967295,0,92,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.0009964108,0.9990036
17606963,4294967295,1,86,4294967295.0,3,0,130,0,0,100,Failed,predicted_failed,0.00010859966,0.9998914
456745,4294967295,0,93,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,6.747246e-05,0.9999325
367829,25751,0,74,206183.0,0,0,130,1,0,100,Failed,predicted_failed,1.347065e-05,0.9999865
64039218,4294967295,0,92,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.03626108,0.9637389
65007746,4294967295,0,67,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.077365756,0.92263424
97723503,4294967295,1,94,4294967295.0,3,0,130,0,0,100,Failed,predicted_failed,6.0796738e-06,0.9999939
505381194,1911287991,0,66,1924971256.0,0,0,130,3,0,100,Failed,predicted_failed,0.0041054487,0.99589455
29408833,4294967295,0,57,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.08201343,0.9179866
118929465,4294967295,0,83,4294967295.0,0,0,130,0,0,100,Failed,predicted_failed,0.086728096,0.9132719
696378,4294967295,0,36,4294967295.0,0,512,130,0,0,100,Failed,predicted_failed,6.568432e-05,0.9999343
194706083,1767046023,0,88,1778711846.0,0,0,130,0,0,100,Failed,predicted_failed,0.043785155,0.95621485
696378,4294967295,0,36,4294967295.0,0,512,130,0,0,100,Failed,predicted_failed,6.568432e-05,0.9999343
5334662,4095558,0,98,1289195263.0,0,0,130,0,0,100,Failed,predicted_failed,8.821487e-06,0.9999912
